Problem,Dim,Time,Alg1,Alg2,Winner,F1,F2
rastrigin,93,19.6,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,0,9.094947017729282e-13,19.89918114186503
rastrigin,71,15.2,de_rand_2_bin,adaptive_de_rand_1_bin_radiuslimited,1,625.8619474860315,3.9798362283729602
ackley,6,2.2,de_rand_2_bin,adaptive_de_rand_1_bin_radiuslimited,1,0.0,0.0
griewank,21,5.2,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,1,0.0,0.0
rosenbrock,104,21.8,probabilistic_descent,adaptive_de_rand_1_bin_radiuslimited,1,3.986623856801793,3.9866238543009453
deceptive_cuccu2011_15_2,15,4.0,random_search,adaptive_de_rand_1_bin_radiuslimited,1,914.345560245992,0.0
rastrigin,9,2.8,probabilistic_descent,adaptive_de_rand_1_bin_radiuslimited,1,3.979836228373557,0.0
griewank,5,2.0,random_search,probabilistic_descent,1,1.0880716533827262,0.012316072519261811
deceptive_cuccu2011_15_2,62,13.4,probabilistic_descent,generating_set_search,1,3.068514372666786e-18,1.2278521267293748e-19
rastrigin,19,4.8,adaptive_de_rand_1_bin_radiuslimited,random_search,0,0.0,134.86259466227955
rastrigin,8,2.6,random_search,generating_set_search,1,17.99024178424537,0.0
griewank,10,3.0,adaptive_de_rand_1_bin_radiuslimited,random_search,0,0.03200606949871321,8.93646538810173
rosenbrock,173,35.6,probabilistic_descent,random_search,0,1.8025295540207456e-10,1.4832798216885014e9
ackley,7,2.4,random_search,probabilistic_descent,1,8.663028098062028,1.609308242223051e-10
rosenbrock,8,2.6,generating_set_search,probabilistic_descent,0,7.791852106516224e-16,1.2688538309256493e-12
deceptive_cuccu2011_15_2,19,4.8,random_search,probabilistic_descent,1,3188.5794576362255,1.64785627237025e-19
griewank,10,3.0,probabilistic_descent,generating_set_search,1,8.881784197001252e-16,0.0
griewank,13,3.6,probabilistic_descent,adaptive_de_rand_1_bin_radiuslimited,1,6.661338147750939e-16,0.0
griewank,45,10.0,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,0.0,0.0
rosenbrock,11,3.2,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,0,0.0,9.791693694893997e-16
griewank,11,3.2,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,1,0.0,0.0
griewank,269,54.8,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,1,2.220446049250313e-16,2.220446049250313e-16
ackley,15,4.0,de_rand_2_bin,generating_set_search,0,3.552713678800501e-15,7.699085813328566e-11
rosenbrock,158,32.6,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,1,3.9866238543009587,0.001205293206391719
rosenbrock,47,10.4,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,0,3.092581267499248e-29,7.434084390661619e-16
ackley,11,3.2,random_search,generating_set_search,1,13.934568082524072,5.911005018788273e-11
rastrigin,20,5.0,de_rand_2_bin,adaptive_de_rand_1_bin_radiuslimited,1,56.24263053091141,0.9949590570932401
rosenbrock,27,6.4,de_rand_2_bin,adaptive_de_rand_1_bin_radiuslimited,0,3.400707631937412e-15,3.986623854300929
rastrigin,148,30.6,random_search,probabilistic_descent,1,2086.912767172399,933.2663634204616
rastrigin,251,51.2,de_rand_2_bin,generating_set_search,1,3040.2544599605367,1.4551915228366852e-11
griewank,24,5.8,probabilistic_descent,adaptive_de_rand_1_bin_radiuslimited,1,5.218048215738236e-15,0.0
deceptive_cuccu2011_15_2,6,2.2,adaptive_de_rand_1_bin_radiuslimited,random_search,0,0.0,36.42434879073918
rosenbrock,27,6.4,random_search,generating_set_search,1,3.1235662661848657e7,7.788144109501989e-16
ackley,51,11.2,generating_set_search,de_rand_2_bin,0,1.0679812589842186e-10,4.6464893710407296e-8
rastrigin,223,45.6,generating_set_search,random_search,0,1.6370904631912708e-11,3346.324519588503
rosenbrock,42,9.4,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,0,0.0,9.87478711669934e-16
griewank,52,11.4,random_search,adaptive_de_rand_1_bin_radiuslimited,1,673.8619290769727,0.0
deceptive_cuccu2011_15_2,6,2.2,de_rand_2_bin,probabilistic_descent,0,-0.9744516911955186,-0.745343273068418
deceptive_cuccu2011_15_2,229,46.8,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,2.3537787130482157e-19,2.145701662201152e-28
griewank,6,2.2,random_search,adaptive_de_rand_1_bin_radiuslimited,1,2.52327720753278,0.0
ackley,141,29.2,de_rand_2_bin,generating_set_search,1,12.055935032507028,1.2448353459149075e-10
ackley,10,3.0,random_search,adaptive_de_rand_1_bin_radiuslimited,1,11.016404424037725,0.0
rosenbrock,21,5.2,de_rand_2_bin,probabilistic_descent,0,0.0,5.138231572784079e-12
ackley,48,10.6,adaptive_de_rand_1_bin_radiuslimited,random_search,0,3.552713678800501e-15,19.8055605597274
rosenbrock,49,10.8,generating_set_search,de_rand_2_bin,0,7.419911468931637e-16,26.887347402276042
ackley,7,2.4,de_rand_2_bin,random_search,0,0.0,8.556514617423927
deceptive_cuccu2011_15_2,13,3.6,generating_set_search,random_search,0,1.0015024037155252e-20,670.5449170805409
ackley,71,15.2,probabilistic_descent,random_search,0,18.46638202255158,20.15296838877306
griewank,155,32.0,random_search,adaptive_de_rand_1_bin_radiuslimited,1,2958.7749901563525,0.0
griewank,48,10.6,de_rand_2_bin,random_search,0,0.007396040439151097,574.801632303406
rosenbrock,38,8.6,generating_set_search,probabilistic_descent,0,7.80125281131434e-16,1.6859448399487728e-11
rosenbrock,275,56.0,probabilistic_descent,adaptive_de_rand_1_bin_radiuslimited,1,117.73617502715757,0.0001957639975300789
ackley,100,21.0,probabilistic_descent,de_rand_2_bin,1,19.023798017479436,7.403695469872774
rosenbrock,8,2.6,random_search,generating_set_search,1,23712.12288888582,7.429392894667016e-16
rastrigin,54,11.8,generating_set_search,random_search,0,4.547473508864641e-13,627.078141162219
rastrigin,173,35.6,random_search,adaptive_de_rand_1_bin_radiuslimited,1,2521.642281364749,102.48073250241441
rastrigin,47,10.4,de_rand_2_bin,random_search,0,341.78553868085544,495.1123181716763
ackley,56,12.2,random_search,generating_set_search,1,20.002730142277425,1.1099032803940645e-10
griewank,190,39.0,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,0,0.0,2.220446049250313e-16
rosenbrock,12,3.4,random_search,adaptive_de_rand_1_bin_radiuslimited,1,702014.1345653072,0.0
rastrigin,87,18.4,de_rand_2_bin,random_search,0,873.3131476097412,1137.3829210502374
griewank,23,5.6,random_search,probabilistic_descent,1,136.5492973140953,3.552713678800501e-15
rastrigin,14,3.8,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,1,0.9949590570932685,0.0
griewank,123,25.6,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,1,0.0,0.0
rastrigin,55,12.0,adaptive_de_rand_1_bin_radiuslimited,random_search,0,0.9949590570931832,615.1897993975874
rastrigin,229,46.8,random_search,adaptive_de_rand_1_bin_radiuslimited,1,3425.32601016464,254.70924135407495
ackley,9,2.8,probabilistic_descent,adaptive_de_rand_1_bin_radiuslimited,1,1.893582179945952e-9,0.0
griewank,256,52.2,probabilistic_descent,random_search,0,1.3670176102209552e-12,5558.863358835617
griewank,27,6.4,adaptive_de_rand_1_bin_radiuslimited,random_search,0,0.0,227.40902813153747
rosenbrock,182,37.4,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,0,7.963576580732427e-13,0.0002176107388976054
griewank,15,4.0,random_search,generating_set_search,1,46.44554832175807,0.0
rastrigin,79,16.8,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,1,13.929426799305588,9.094947017729282e-13
griewank,36,8.2,adaptive_de_rand_1_bin_radiuslimited,de_rand_2_bin,1,0.0,0.0
ackley,50,11.0,adaptive_de_rand_1_bin_radiuslimited,random_search,0,3.552713678800501e-15,19.82719734153019
griewank,64,13.8,probabilistic_descent,generating_set_search,1,7.782663402622347e-14,0.0
ackley,79,16.8,random_search,generating_set_search,1,20.251090620537322,1.1928236176572682e-10
griewank,13,3.6,probabilistic_descent,de_rand_2_bin,0,1.2212453270876722e-15,0.24191323132747644
griewank,13,3.6,adaptive_de_rand_1_bin_radiuslimited,random_search,0,0.0,30.926065584541686
griewank,22,5.4,probabilistic_descent,adaptive_de_rand_1_bin_radiuslimited,1,4.107825191113079e-15,0.0
griewank,25,6.0,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,0.0,0.0
rosenbrock,115,24.0,de_rand_2_bin,random_search,0,1.106760911023754e7,7.650451337538307e8
griewank,10,3.0,generating_set_search,probabilistic_descent,1,0.007396040334114895,5.551115123125783e-16
rosenbrock,138,28.6,adaptive_de_rand_1_bin_radiuslimited,de_rand_2_bin,0,3.986623854300953,2.7942033501393326e7
deceptive_cuccu2011_15_2,24,5.8,probabilistic_descent,de_rand_2_bin,0,2.2529162088084984e-19,300.36155783389444
deceptive_cuccu2011_15_2,95,20.0,adaptive_de_rand_1_bin_radiuslimited,probabilistic_descent,0,3.1554436208840472e-30,4.415932104064128e-18
ackley,5,2.0,random_search,probabilistic_descent,1,4.803059822999314,6.30819840807817e-11
rastrigin,89,18.8,de_rand_2_bin,generating_set_search,1,874.8431164310747,9.094947017729282e-13
deceptive_cuccu2011_15_2,36,8.2,generating_set_search,de_rand_2_bin,0,5.778066685789661e-20,822.7708807213465
rosenbrock,46,10.2,random_search,generating_set_search,1,1.3235186111672433e8,6.6558865070173465e-16
griewank,67,14.4,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,0.0,0.0
ackley,30,7.0,generating_set_search,de_rand_2_bin,1,1.0222578339380561e-10,7.105427357601002e-15
griewank,117,24.4,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,1,0.0,0.0
griewank,9,2.8,adaptive_de_rand_1_bin_radiuslimited,probabilistic_descent,0,0.0,1.5543122344752192e-15
rosenbrock,27,6.4,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,9.449156108138417e-16,0.0
griewank,18,4.6,generating_set_search,de_rand_2_bin,1,0.0,0.0
rosenbrock,17,4.4,random_search,probabilistic_descent,1,5.378267672972081e6,4.884927372197225e-12
rastrigin,15,4.0,probabilistic_descent,adaptive_de_rand_1_bin_radiuslimited,1,28.853782428791334,0.0
rosenbrock,115,24.0,random_search,probabilistic_descent,1,7.694473437357008e8,1.237741647930505e-10
griewank,155,32.0,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,0.0,0.0
rastrigin,148,30.6,random_search,de_rand_2_bin,1,2075.593328343097,1630.58110026409
ackley,35,8.0,random_search,probabilistic_descent,1,18.843435802356623,17.29502083547248
ackley,62,13.4,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,1.1248957321186026e-10,3.552713678800501e-15
rastrigin,24,5.8,generating_set_search,probabilistic_descent,0,0.0,55.71755061474772
griewank,11,3.2,generating_set_search,random_search,0,0.0,19.93282324493308
ackley,100,21.0,random_search,generating_set_search,1,20.10872159186779,1.2722978226520354e-10
rastrigin,138,28.6,de_rand_2_bin,random_search,0,1654.1391023971673,1925.9837870096394
deceptive_cuccu2011_15_2,169,34.8,generating_set_search,de_rand_2_bin,0,3.9739674187611506e-19,11660.91595660158
rastrigin,239,48.8,de_rand_2_bin,probabilistic_descent,1,2947.5927736569247,1707.3400630564101
ackley,57,12.4,adaptive_de_rand_1_bin_radiuslimited,probabilistic_descent,0,3.552713678800501e-15,18.785046387631674
rosenbrock,8,2.6,random_search,de_rand_2_bin,1,27672.215132577636,0.0
rosenbrock,44,9.8,adaptive_de_rand_1_bin_radiuslimited,random_search,0,3.9866238543009316,1.3181361079392718e8
rastrigin,269,54.8,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,0,2.637534635141492e-11,233.81521716126827
rastrigin,9,2.8,generating_set_search,random_search,0,0.0,33.655399827983715
rosenbrock,5,2.0,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,6.791166702778369e-16,0.0
rosenbrock,12,3.4,generating_set_search,random_search,0,8.787412245829183e-16,1.0053380553251319e6
rastrigin,8,2.6,generating_set_search,probabilistic_descent,0,0.0,2.9848771712799618
rosenbrock,67,14.4,adaptive_de_rand_1_bin_radiuslimited,random_search,0,4.69372238606502e-29,3.1136940920511824e8
ackley,13,3.6,generating_set_search,probabilistic_descent,0,7.755929232189374e-11,3.57428863946116
griewank,218,44.6,probabilistic_descent,adaptive_de_rand_1_bin_radiuslimited,1,7.095435350379375e-13,0.0
deceptive_cuccu2011_15_2,26,6.2,probabilistic_descent,generating_set_search,1,3.9397982728843596e-19,3.695090618153513e-20
rastrigin,11,3.2,de_rand_2_bin,probabilistic_descent,0,0.0,11.939498609481518
rosenbrock,49,10.8,random_search,adaptive_de_rand_1_bin_radiuslimited,1,1.6385617958231115e8,9.939647405784749e-29
griewank,102,21.4,random_search,adaptive_de_rand_1_bin_radiuslimited,1,1724.5117107842523,0.0
griewank,25,6.0,generating_set_search,random_search,0,0.0,190.93917179402905
rosenbrock,8,2.6,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,5.334296549192283e-16,0.0
griewank,81,17.2,random_search,de_rand_2_bin,1,1320.6178628351129,4.317790546534107
rosenbrock,23,5.6,generating_set_search,random_search,0,9.393641372261473e-16,1.2811550285828497e7
rosenbrock,177,36.4,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,1,3.8186561664659387e-13,1.9998044937190767e-15
rastrigin,190,39.0,de_rand_2_bin,adaptive_de_rand_1_bin_radiuslimited,1,2280.7767217103283,144.2689625221417
rastrigin,17,4.4,probabilistic_descent,de_rand_2_bin,1,36.81341449211334,36.425800812940196
deceptive_cuccu2011_15_2,6,2.2,random_search,generating_set_search,1,42.96717903001816,-0.46266057700134855
griewank,15,4.0,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,0,0.0,0.029547282008885678
rastrigin,33,7.6,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,2.2737367544323206e-13,0.0
griewank,33,7.6,probabilistic_descent,adaptive_de_rand_1_bin_radiuslimited,1,1.3655743202889425e-14,0.0
rastrigin,23,5.6,generating_set_search,de_rand_2_bin,0,0.0,83.26511447890184
rastrigin,77,16.4,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,1,50.742891760480575,9.094947017729282e-13
griewank,20,5.0,generating_set_search,probabilistic_descent,0,0.0,2.9976021664879227e-15
griewank,8,2.6,random_search,probabilistic_descent,1,5.751972454227565,0.0073960403341573056
rosenbrock,17,4.4,generating_set_search,random_search,0,7.93392163049177e-16,5.636883220475246e6
deceptive_cuccu2011_15_2,275,56.0,random_search,probabilistic_descent,1,383198.5409372186,4.405366564516883e-17
griewank,38,8.6,adaptive_de_rand_1_bin_radiuslimited,random_search,0,0.0,406.38472796307826
rastrigin,177,36.4,probabilistic_descent,adaptive_de_rand_1_bin_radiuslimited,1,1207.873555739747,73.62696014926223
rosenbrock,162,33.4,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,1,3.9866238543009738,1.0886866212485757e-15
griewank,19,4.8,random_search,adaptive_de_rand_1_bin_radiuslimited,1,67.12251972201558,0.0
rosenbrock,15,4.0,de_rand_2_bin,random_search,0,0.0,1.7915300360520987e6
rastrigin,31,7.2,de_rand_2_bin,adaptive_de_rand_1_bin_radiuslimited,1,163.86211203695947,0.0
ackley,208,42.6,random_search,de_rand_2_bin,1,20.76484410845843,15.999895212679732
ackley,15,4.0,de_rand_2_bin,random_search,0,3.552713678800501e-15,15.80094131682214
ackley,256,52.2,random_search,generating_set_search,1,20.796561785324247,1.305657804095972e-10
rosenbrock,213,43.6,adaptive_de_rand_1_bin_radiuslimited,probabilistic_descent,1,3.9866238543011057,0.00027201507728275514
rosenbrock,21,5.2,generating_set_search,probabilistic_descent,0,6.265097573655606e-16,6.746234798037217e-12
griewank,34,7.8,adaptive_de_rand_1_bin_radiuslimited,random_search,0,0.0,296.6281766762083
griewank,169,34.8,generating_set_search,probabilistic_descent,0,0.0,5.108136136300345e-13
deceptive_cuccu2011_15_2,15,4.0,random_search,adaptive_de_rand_1_bin_radiuslimited,1,1445.778760768499,0.0
rastrigin,12,3.4,adaptive_de_rand_1_bin_radiuslimited,de_rand_2_bin,0,0.0,7.081983572407637
griewank,76,16.2,random_search,generating_set_search,1,1133.606694300744,0.0
griewank,27,6.4,de_rand_2_bin,adaptive_de_rand_1_bin_radiuslimited,1,0.0,0.0
ackley,129,26.8,random_search,generating_set_search,1,20.476862775390607,1.1928591447940562e-10
ackley,56,12.2,generating_set_search,random_search,0,1.1649703424154723e-10,19.924130063796667
rosenbrock,13,3.6,generating_set_search,random_search,0,7.859610351046551e-16,1.0568431389424144e6
rastrigin,42,9.4,de_rand_2_bin,probabilistic_descent,1,263.2177312160493,183.07159162941974
rastrigin,11,3.2,probabilistic_descent,random_search,0,13.929416723668083,43.79514254791445
rastrigin,62,13.4,adaptive_de_rand_1_bin_radiuslimited,probabilistic_descent,0,2.984877171279777,316.3952996895689
rastrigin,9,2.8,probabilistic_descent,adaptive_de_rand_1_bin_radiuslimited,1,5.969754342559995,0.0
rosenbrock,18,4.6,probabilistic_descent,adaptive_de_rand_1_bin_radiuslimited,1,6.1141141746398675e-12,1.4680208408097267e-29
rastrigin,72,15.4,generating_set_search,de_rand_2_bin,0,9.094947017729282e-13,653.091161799463
griewank,213,43.6,generating_set_search,random_search,0,0.007396040334115117,4400.880683588565
rosenbrock,30,7.0,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,7.471067508082848e-16,0.0
rosenbrock,74,15.8,de_rand_2_bin,probabilistic_descent,1,27227.251356488923,6.335628010244278e-11
rosenbrock,6,2.2,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,0,0.0,6.018111659633305e-16
griewank,19,4.8,de_rand_2_bin,random_search,0,0.0,96.46221804428701
ackley,8,2.6,probabilistic_descent,adaptive_de_rand_1_bin_radiuslimited,1,2.453894865084294e-10,0.0
rastrigin,31,7.2,probabilistic_descent,generating_set_search,1,113.42498925422865,5.684341886080802e-14
rastrigin,7,2.4,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,0.0,0.0
rastrigin,46,10.2,probabilistic_descent,random_search,0,207.94560886140835,500.2745087123612
griewank,123,25.6,random_search,generating_set_search,1,2227.0386179892644,0.0
rosenbrock,281,57.2,random_search,adaptive_de_rand_1_bin_radiuslimited,1,2.8198056371177707e9,0.0007813336948634801
ackley,144,29.8,de_rand_2_bin,adaptive_de_rand_1_bin_radiuslimited,1,13.96764703004906,7.105427357601002e-15
griewank,42,9.4,random_search,probabilistic_descent,1,492.16479161179006,1.787459069646502e-14
griewank,102,21.4,generating_set_search,random_search,0,0.0,1727.740803654091
rosenbrock,7,2.4,adaptive_de_rand_1_bin_radiuslimited,probabilistic_descent,0,0.0,7.04972138271293e-13
rosenbrock,49,10.8,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,6.775916141880996e-16,1.1951242714098329e-28
ackley,19,4.8,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,8.79083472682396e-11,3.552713678800501e-15
ackley,223,45.6,generating_set_search,probabilistic_descent,0,1.2382983527459146e-10,19.285974870854
rastrigin,42,9.4,generating_set_search,random_search,0,1.1368683772161603e-13,427.1848107102527
rastrigin,41,9.2,probabilistic_descent,generating_set_search,1,181.08157665035253,1.1368683772161603e-13
ackley,8,2.6,probabilistic_descent,de_rand_2_bin,1,4.305107381696871e-10,0.0
griewank,109,22.8,random_search,adaptive_de_rand_1_bin_radiuslimited,1,1914.9097005394885,0.0
griewank,50,11.0,random_search,adaptive_de_rand_1_bin_radiuslimited,1,614.4617644535689,0.0
rastrigin,21,5.2,generating_set_search,probabilistic_descent,0,0.0,62.68210660482151
rastrigin,24,5.8,random_search,probabilistic_descent,1,193.21205579796492,71.63679440720915
rosenbrock,25,6.0,generating_set_search,probabilistic_descent,0,7.168710746314767e-16,9.30972535216091e-12
ackley,155,32.0,de_rand_2_bin,adaptive_de_rand_1_bin_radiuslimited,1,13.830547846591625,0.9633255680456188
ackley,8,2.6,random_search,adaptive_de_rand_1_bin_radiuslimited,1,10.129407301947824,0.0
rosenbrock,52,11.4,de_rand_2_bin,generating_set_search,1,42.02090099604772,9.683418328735587e-16
griewank,29,6.8,random_search,generating_set_search,1,192.85303771849624,0.0
rosenbrock,54,11.8,adaptive_de_rand_1_bin_radiuslimited,random_search,0,1.2817757114677034e-28,2.1820858167079183e8
ackley,166,34.2,generating_set_search,probabilistic_descent,0,1.2599343790498096e-10,19.148911445461582
rosenbrock,234,47.8,adaptive_de_rand_1_bin_radiuslimited,probabilistic_descent,0,3.9866238798798137,58.161841652136275
rastrigin,16,4.2,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,1,0.0,0.0
griewank,6,2.2,generating_set_search,de_rand_2_bin,0,0.0,0.007396040334114895
ackley,262,53.4,de_rand_2_bin,generating_set_search,1,16.6701467401839,1.2826362194573449e-10
griewank,55,12.0,generating_set_search,random_search,0,0.0,699.375028334988
griewank,66,14.2,random_search,de_rand_2_bin,1,1004.2304651999083,0.28388404673657364
ackley,72,15.4,random_search,generating_set_search,1,20.22716695099138,1.191224896501808e-10
deceptive_cuccu2011_15_2,10,3.0,probabilistic_descent,random_search,0,2.781538071267565e-20,205.4529089646737
rosenbrock,8,2.6,probabilistic_descent,generating_set_search,1,1.3342622191850523e-12,9.351004652313288e-16
griewank,10,3.0,random_search,probabilistic_descent,1,16.331079444984606,5.551115123125783e-16
rosenbrock,20,5.0,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,0,0.0,9.9848354834315e-16
griewank,91,19.2,de_rand_2_bin,adaptive_de_rand_1_bin_radiuslimited,1,32.31496503650239,0.0
ackley,97,20.4,random_search,probabilistic_descent,1,20.325247175147865,19.10386663520752
ackley,21,5.2,adaptive_de_rand_1_bin_radiuslimited,de_rand_2_bin,1,3.552713678800501e-15,3.552713678800501e-15
rastrigin,5,2.0,de_rand_2_bin,probabilistic_descent,0,0.0,0.9949590570932898
rosenbrock,107,22.4,de_rand_2_bin,probabilistic_descent,1,1.2795882572063126e7,1.4551373329946324e-10
griewank,6,2.2,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,0,0.007396040334114895,0.007396040334115006
rosenbrock,13,3.6,generating_set_search,de_rand_2_bin,1,7.4780942343243095e-16,0.0
rosenbrock,269,54.8,adaptive_de_rand_1_bin_radiuslimited,random_search,0,0.04899350708536376,2.652524029644668e9
griewank,100,21.0,adaptive_de_rand_1_bin_radiuslimited,de_rand_2_bin,0,0.0,41.20697919891292
griewank,5,2.0,adaptive_de_rand_1_bin_radiuslimited,probabilistic_descent,0,0.0,0.007396040334115339
rastrigin,55,12.0,probabilistic_descent,generating_set_search,1,284.55685378762826,6.821210263296962e-13
ackley,66,14.2,adaptive_de_rand_1_bin_radiuslimited,random_search,0,3.552713678800501e-15,20.19610200180621
ackley,5,2.0,de_rand_2_bin,adaptive_de_rand_1_bin_radiuslimited,1,0.0,0.0
ackley,213,43.6,random_search,probabilistic_descent,1,20.701911821251166,19.221228267516004
ackley,109,22.8,probabilistic_descent,generating_set_search,1,19.11101154124996,1.2664358450820146e-10
rosenbrock,20,5.0,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,0,0.0,1.014425201545616e-15
griewank,245,50.0,generating_set_search,de_rand_2_bin,0,2.220446049250313e-16,1291.4815788635922
rosenbrock,19,4.8,adaptive_de_rand_1_bin_radiuslimited,random_search,0,3.0950464578280635e-29,5.825415563782429e6
ackley,10,3.0,probabilistic_descent,adaptive_de_rand_1_bin_radiuslimited,1,1.1551485027098303,0.0
griewank,26,6.2,random_search,adaptive_de_rand_1_bin_radiuslimited,1,204.71783882437182,0.0
griewank,40,9.0,probabilistic_descent,generating_set_search,1,1.354472090042691e-14,0.0
rosenbrock,11,3.2,de_rand_2_bin,adaptive_de_rand_1_bin_radiuslimited,1,0.0,0.0
rastrigin,36,8.2,random_search,generating_set_search,1,360.6249611704451,1.1368683772161603e-13
griewank,7,2.4,generating_set_search,random_search,0,0.007396040334115006,3.3322396822772795
rastrigin,135,28.0,de_rand_2_bin,random_search,0,1498.6289735797359,1868.500584367746
ackley,29,6.8,generating_set_search,random_search,0,1.0716405540733831e-10,18.24601869839447
rastrigin,39,8.8,random_search,generating_set_search,1,380.34113673167997,1.1368683772161603e-13
rastrigin,186,38.2,probabilistic_descent,generating_set_search,1,1245.6821398868042,6.59383658785373e-12
deceptive_cuccu2011_15_2,7,2.4,probabilistic_descent,generating_set_search,1,3.266957869348529e-21,1.8679901098722864e-21
deceptive_cuccu2011_15_2,8,2.6,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,2.249605725336756e-21,0.0
rastrigin,13,3.6,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,1,0.0,0.0
ackley,23,5.6,random_search,adaptive_de_rand_1_bin_radiuslimited,1,18.007793280756047,3.552713678800501e-15
rosenbrock,57,12.4,generating_set_search,probabilistic_descent,0,1.129286399433126e-15,0.06407184667547702
rosenbrock,13,3.6,random_search,de_rand_2_bin,1,1.7186907328336393e6,0.0
rosenbrock,13,3.6,probabilistic_descent,random_search,0,3.0438289888524534e-12,1.5214444707393937e6
ackley,27,6.4,random_search,adaptive_de_rand_1_bin_radiuslimited,1,18.470769690220603,3.552713678800501e-15
rosenbrock,100,21.0,de_rand_2_bin,adaptive_de_rand_1_bin_radiuslimited,1,3.4391370867205793e6,2.0647201598995576e-28
deceptive_cuccu2011_15_2,8,2.6,random_search,adaptive_de_rand_1_bin_radiuslimited,1,90.7110806822938,0.0
griewank,269,54.8,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,0,2.220446049250313e-16,0.32239938715621697
rastrigin,5,2.0,de_rand_2_bin,probabilistic_descent,0,0.0,0.9949590570932898
deceptive_cuccu2011_15_2,59,12.8,generating_set_search,random_search,0,1.2270847470745828e-19,41819.70628359055
rastrigin,33,7.6,random_search,adaptive_de_rand_1_bin_radiuslimited,1,321.2373923647209,0.0
deceptive_cuccu2011_15_2,5,2.0,de_rand_2_bin,random_search,0,-0.8917343427852331,-0.3232516299260182
rastrigin,55,12.0,de_rand_2_bin,generating_set_search,1,424.140727484533,6.821210263296962e-13
rosenbrock,85,18.0,generating_set_search,probabilistic_descent,0,1.7518369254143899e-15,1.0034754335979397e-10
griewank,269,54.8,random_search,probabilistic_descent,1,5813.202982093062,1.5446532941609803e-12
ackley,29,6.8,de_rand_2_bin,probabilistic_descent,0,3.552713678800501e-15,17.15319614227317
rastrigin,72,15.4,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,0,1.0231815394945443e-12,13.929421761486765
deceptive_cuccu2011_15_2,7,2.4,random_search,de_rand_2_bin,1,50.267634615603114,0.0
rastrigin,104,21.8,adaptive_de_rand_1_bin_radiuslimited,probabilistic_descent,0,42.78320918265763,684.5277627349792
griewank,229,46.8,random_search,adaptive_de_rand_1_bin_radiuslimited,1,4734.4833991513,0.019689998004848164
griewank,21,5.2,de_rand_2_bin,random_search,0,0.0,115.84995873971229
ackley,97,20.4,random_search,de_rand_2_bin,1,20.41886639222297,6.913879150027503
rosenbrock,89,18.8,generating_set_search,random_search,0,1.3166823481938261e-15,4.9467427718587166e8
ackley,251,51.2,random_search,adaptive_de_rand_1_bin_radiuslimited,1,20.792124631666596,2.1108390480896735
rosenbrock,6,2.2,probabilistic_descent,random_search,0,7.28709624391409e-13,2310.046063190125
griewank,17,4.4,random_search,adaptive_de_rand_1_bin_radiuslimited,1,51.498573393227154,0.0
ackley,29,6.8,random_search,de_rand_2_bin,1,18.9153984472152,7.105427357601002e-15
deceptive_cuccu2011_15_2,251,51.2,probabilistic_descent,generating_set_search,1,3.804681670942498e-17,2.5648386123231657e-19
