Problem,Dim,Time,Alg1,Alg2,Winner,F1,F2
rosenbrock,8,2.6,probabilistic_descent,generating_set_search,1,1.5365226338289045e-12,8.847166969516706e-16
rosenbrock,151,31.2,de_rand_2_bin,probabilistic_descent,1,6.5518352612041414e7,3.9866238596399577
griewank,20,5.0,random_search,de_rand_2_bin,1,117.5200461412305,0.0
rosenbrock,173,35.6,generating_set_search,random_search,0,0.12342193041727165,1.4062792920341828e9
griewank,234,47.8,generating_set_search,random_search,0,2.220446049250313e-16,4927.340276030028
rastrigin,20,5.0,random_search,probabilistic_descent,1,145.02059522477396,43.778117816125274
rosenbrock,97,20.4,adaptive_de_rand_1_bin_radiuslimited,de_rand_2_bin,0,1.062127253170228e-28,2.640247022575158e6
deceptive_cuccu2011_15_2,100,21.0,de_rand_2_bin,random_search,0,5753.931757538942,98432.78873766941
rastrigin,14,3.8,random_search,probabilistic_descent,1,83.50583969517615,26.863783344851413
rastrigin,27,6.4,de_rand_2_bin,random_search,0,123.2622944637458,233.655857389449
rosenbrock,14,3.8,random_search,adaptive_de_rand_1_bin_radiuslimited,1,1.423900115604592e6,0.0
rastrigin,9,2.8,probabilistic_descent,adaptive_de_rand_1_bin_radiuslimited,1,7.959667418927324,0.0
rosenbrock,74,15.8,probabilistic_descent,generating_set_search,1,4.902009890283432e-11,1.2576133836137702e-15
rastrigin,27,6.4,generating_set_search,random_search,0,5.684341886080802e-14,243.55869190608416
rosenbrock,21,5.2,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,1.0223491599340706e-15,0.0
griewank,32,7.4,random_search,probabilistic_descent,1,236.39007600387131,1.0436096431476471e-14
rastrigin,28,6.6,generating_set_search,random_search,0,5.684341886080802e-14,246.6501158075984
rastrigin,60,13.0,adaptive_de_rand_1_bin_radiuslimited,de_rand_2_bin,0,2.984877171279777,505.1372940075476
rosenbrock,13,3.6,generating_set_search,random_search,0,5.090637991602199e-16,452469.6734398756
griewank,109,22.8,probabilistic_descent,random_search,0,2.304822999121825e-13,1905.4829583152914
griewank,19,4.8,de_rand_2_bin,random_search,0,0.0,99.93517962307372
ackley,76,16.2,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,1.2116174730181228e-10,3.552713678800501e-15
deceptive_cuccu2011_15_2,5,2.0,random_search,probabilistic_descent,1,-0.35421905930669095,-0.8894211820230726
rosenbrock,35,8.0,adaptive_de_rand_1_bin_radiuslimited,probabilistic_descent,1,3.9866238543009316,1.503412323343613e-11
griewank,14,3.8,generating_set_search,random_search,0,0.0,38.19763611027928
rastrigin,13,3.6,generating_set_search,probabilistic_descent,0,0.0,12.934457666575696
rosenbrock,218,44.6,probabilistic_descent,de_rand_2_bin,0,2.3920863152311574e-7,1.3803721296442956e8
rosenbrock,43,9.6,random_search,generating_set_search,1,1.2907613302149834e8,1.0801484546271036e-15
rosenbrock,69,14.8,adaptive_de_rand_1_bin_radiuslimited,probabilistic_descent,0,4.5606021083089745e-29,3.174790094033949e-11
ackley,18,4.6,random_search,de_rand_2_bin,1,17.082667394325703,3.552713678800501e-15
rastrigin,5,2.0,generating_set_search,random_search,0,0.0,4.169602083525675
rosenbrock,234,47.8,generating_set_search,de_rand_2_bin,0,11.13512874678362,1.3055176582117414e8
ackley,83,17.6,de_rand_2_bin,adaptive_de_rand_1_bin_radiuslimited,1,4.124151633824483,3.552713678800501e-15
griewank,10,3.0,probabilistic_descent,adaptive_de_rand_1_bin_radiuslimited,0,4.440892098500626e-16,0.034413362897161126
rosenbrock,144,29.8,de_rand_2_bin,random_search,0,5.716148114757979e7,1.1056282597068605e9
rastrigin,66,14.2,de_rand_2_bin,adaptive_de_rand_1_bin_radiuslimited,1,568.4738414379411,6.964713399652737
griewank,30,7.0,random_search,generating_set_search,1,199.80065468736035,0.0
rosenbrock,45,10.0,de_rand_2_bin,random_search,0,16.461542392897936,1.263746860340511e8
ackley,17,4.4,random_search,de_rand_2_bin,1,16.816872220296485,3.552713678800501e-15
ackley,57,12.4,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,1.1039702485504677e-10,3.552713678800501e-15
rosenbrock,8,2.6,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,7.835685243681288e-16,0.0
deceptive_cuccu2011_15_2,9,2.8,de_rand_2_bin,probabilistic_descent,0,0.0,1.8087733105535427e-20
ackley,13,3.6,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,0,3.552713678800501e-15,8.053291367104976e-11
deceptive_cuccu2011_15_2,138,28.6,generating_set_search,probabilistic_descent,0,3.142578658127698e-19,1.0751394928784174e-17
ackley,155,32.0,probabilistic_descent,random_search,0,19.1625444862388,20.62868176726956
rosenbrock,7,2.4,probabilistic_descent,de_rand_2_bin,1,7.781515317381367e-13,0.0
rosenbrock,126,26.2,probabilistic_descent,de_rand_2_bin,0,1.6255208347678454e-10,8.905842649817184e6
griewank,223,45.6,random_search,probabilistic_descent,1,4674.6956319474975,1.0290657215250576e-12
ackley,77,16.4,generating_set_search,random_search,0,1.1942802302655764e-10,20.30831953519977
ackley,81,17.2,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,0,3.552713678800501e-15,1.2074963251507143e-10
rosenbrock,16,4.2,adaptive_de_rand_1_bin_radiuslimited,random_search,0,0.0,3.170944179679031e6
ackley,5,2.0,generating_set_search,probabilistic_descent,0,3.802824721788056e-11,1.0166445463255513e-10
rosenbrock,44,9.8,random_search,de_rand_2_bin,1,1.431497873709071e8,7.496178066382304
griewank,41,9.2,random_search,generating_set_search,1,426.2028456227298,0.0
rosenbrock,251,51.2,de_rand_2_bin,probabilistic_descent,1,1.6462120475389072e8,1.620592060388335e-5
griewank,126,26.2,probabilistic_descent,generating_set_search,1,3.3373304120232206e-13,0.0
rastrigin,20,5.0,adaptive_de_rand_1_bin_radiuslimited,de_rand_2_bin,0,0.0,60.75228806225775
ackley,8,2.6,random_search,de_rand_2_bin,1,10.711398680147662,0.0
ackley,50,11.0,generating_set_search,probabilistic_descent,0,1.1588241477511474e-10,18.324612260480546
griewank,36,8.2,random_search,generating_set_search,1,349.79448500614455,0.0
rastrigin,126,26.2,de_rand_2_bin,generating_set_search,1,1336.663674492408,4.320099833421409e-12
deceptive_cuccu2011_15_2,173,35.6,adaptive_de_rand_1_bin_radiuslimited,random_search,0,4.733165431326071e-29,201664.03096444166
rosenbrock,81,17.2,generating_set_search,probabilistic_descent,0,1.9753017119111434e-15,0.0008275552307412613
rastrigin,46,10.2,adaptive_de_rand_1_bin_radiuslimited,de_rand_2_bin,0,0.9949590570931832,296.98978694439563
rastrigin,59,12.8,generating_set_search,random_search,0,9.094947017729282e-13,696.5727707942417
deceptive_cuccu2011_15_2,85,18.0,generating_set_search,de_rand_2_bin,0,1.7054267032341337e-19,4439.366500081198
rastrigin,12,3.4,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,0.0,0.0
rastrigin,19,4.8,adaptive_de_rand_1_bin_radiuslimited,de_rand_2_bin,0,0.0,56.60678664694157
griewank,126,26.2,de_rand_2_bin,random_search,0,167.30757419665093,2362.514533763948
deceptive_cuccu2011_15_2,77,16.4,random_search,de_rand_2_bin,1,67161.52855197852,3845.232371070021
griewank,30,7.0,de_rand_2_bin,random_search,0,1.3054769487652607e-9,256.6644589533329
griewank,10,3.0,probabilistic_descent,de_rand_2_bin,0,3.885780586188048e-15,0.048647825923213706
rosenbrock,7,2.4,de_rand_2_bin,adaptive_de_rand_1_bin_radiuslimited,1,0.0,0.0
rosenbrock,138,28.6,de_rand_2_bin,probabilistic_descent,1,3.8835736957878605e7,1.0968410654143846e-6
rosenbrock,11,3.2,de_rand_2_bin,probabilistic_descent,0,0.0,2.193842418198483e-12
rastrigin,87,18.4,probabilistic_descent,random_search,0,501.45703292742303,1141.9375101200212
rosenbrock,95,20.0,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,0,5.546678239835239e-29,1.1990760511057115e-15
griewank,158,32.6,random_search,generating_set_search,1,3156.589706239702,0.0
griewank,22,5.4,adaptive_de_rand_1_bin_radiuslimited,de_rand_2_bin,1,0.0,0.0
rastrigin,30,7.0,probabilistic_descent,generating_set_search,1,109.44499538794514,5.684341886080802e-14
rastrigin,117,24.4,generating_set_search,probabilistic_descent,0,4.320099833421409e-12,715.3718593406134
griewank,39,8.8,de_rand_2_bin,probabilistic_descent,0,0.0,1.6764367671839864e-14
griewank,14,3.8,generating_set_search,probabilistic_descent,0,0.0,1.2212453270876722e-15
griewank,51,11.2,random_search,generating_set_search,1,659.7543658809639,0.0
rosenbrock,14,3.8,de_rand_2_bin,adaptive_de_rand_1_bin_radiuslimited,1,0.0,0.0
rosenbrock,43,9.6,random_search,generating_set_search,1,1.1333410224570823e8,1.3812400058447863e-15
deceptive_cuccu2011_15_2,26,6.2,random_search,adaptive_de_rand_1_bin_radiuslimited,1,10060.965569285741,0.0
rosenbrock,22,5.4,de_rand_2_bin,random_search,0,0.0,1.5808853974042756e7
griewank,6,2.2,generating_set_search,random_search,0,0.007396040334114895,2.382436596642966
deceptive_cuccu2011_15_2,112,23.4,random_search,adaptive_de_rand_1_bin_radiuslimited,1,122074.56491249926,9.466330862652142e-30
rosenbrock,7,2.4,generating_set_search,probabilistic_descent,0,6.29797153552943e-16,8.384995394340043e-13
rastrigin,126,26.2,generating_set_search,de_rand_2_bin,0,4.320099833421409e-12,1380.8991239117474
rosenbrock,256,52.2,probabilistic_descent,de_rand_2_bin,0,39.86137864867295,1.947359428929067e8
griewank,23,5.6,adaptive_de_rand_1_bin_radiuslimited,random_search,0,0.0,134.72923302863893
rastrigin,135,28.0,generating_set_search,probabilistic_descent,0,6.366462912410498e-12,897.4480500485906
griewank,256,52.2,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,2.220446049250313e-16,0.0
ackley,55,12.0,random_search,probabilistic_descent,1,19.8606081205908,18.604118516956987
rastrigin,50,11.0,adaptive_de_rand_1_bin_radiuslimited,random_search,0,1.9899181141864801,574.5976901021005
griewank,12,3.4,random_search,generating_set_search,1,31.458337123060932,0.0
rosenbrock,20,5.0,random_search,generating_set_search,1,8.742616477134814e6,1.0228919064941905e-15
griewank,7,2.4,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,0,0.007396040334114895,0.014772407722822845
rastrigin,97,20.4,de_rand_2_bin,random_search,0,967.8485793451475,1315.4651039849437
ackley,126,26.2,probabilistic_descent,adaptive_de_rand_1_bin_radiuslimited,1,19.162566110044118,7.105427357601002e-15
rastrigin,141,29.2,random_search,adaptive_de_rand_1_bin_radiuslimited,1,1980.0855766057903,67.65718565542761
ackley,71,15.2,probabilistic_descent,random_search,0,18.848173995212377,20.246695427980583
rosenbrock,41,9.2,probabilistic_descent,adaptive_de_rand_1_bin_radiuslimited,1,6.04648219113816e-11,1.2248298148720616e-28
deceptive_cuccu2011_15_2,5,2.0,random_search,probabilistic_descent,1,-0.44197689117160976,-0.8796493844428988
rosenbrock,251,51.2,adaptive_de_rand_1_bin_radiuslimited,random_search,0,7.98077741532628e-5,2.3923752448996034e9
rosenbrock,33,7.6,generating_set_search,probabilistic_descent,0,8.971436630378112e-16,1.522271067919927e-11
deceptive_cuccu2011_15_2,269,54.8,generating_set_search,probabilistic_descent,0,2.869527377958161e-19,3.9143803864438855e-17
deceptive_cuccu2011_15_2,8,2.6,de_rand_2_bin,probabilistic_descent,0,0.0,1.0605878908257075e-20
ackley,28,6.6,probabilistic_descent,de_rand_2_bin,1,16.84518823590051,3.552713678800501e-15
ackley,144,29.8,adaptive_de_rand_1_bin_radiuslimited,probabilistic_descent,0,7.105427357601002e-15,19.189005486880216
rosenbrock,77,16.4,de_rand_2_bin,random_search,0,43806.352134601264,4.0815967972346723e8
rosenbrock,19,4.8,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,7.951705307061782e-16,0.0
ackley,17,4.4,probabilistic_descent,generating_set_search,1,6.827485403511018,8.589395861235971e-11
rosenbrock,10,3.0,generating_set_search,probabilistic_descent,0,8.195643232015035e-16,2.06610112096764e-12
rastrigin,5,2.0,random_search,adaptive_de_rand_1_bin_radiuslimited,1,4.783080741512471,0.0
rastrigin,13,3.6,generating_set_search,probabilistic_descent,0,0.0,17.90923275532839
griewank,5,2.0,generating_set_search,de_rand_2_bin,0,0.0,0.007396040334114895
rastrigin,46,10.2,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,0,1.1368683772161603e-13,2.984877171279777
deceptive_cuccu2011_15_2,182,37.4,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,2.0551801272771436e-19,5.99534287967969e-29
rosenbrock,51,11.2,adaptive_de_rand_1_bin_radiuslimited,random_search,0,1.1065006790889098e-28,1.7007324253545505e8
griewank,12,3.4,random_search,de_rand_2_bin,1,15.35951827877196,0.0
ackley,12,3.4,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,0,3.552713678800501e-15,6.991385248511506e-11
ackley,29,6.8,generating_set_search,random_search,0,9.892531238619995e-11,18.681347834995638
ackley,38,8.6,generating_set_search,random_search,0,1.0375700298936863e-10,19.296696956697172
rastrigin,7,2.4,de_rand_2_bin,adaptive_de_rand_1_bin_radiuslimited,1,0.0,0.0
rastrigin,245,50.0,generating_set_search,probabilistic_descent,0,1.546140993013978e-11,1743.1586453024056
deceptive_cuccu2011_15_2,123,25.6,generating_set_search,de_rand_2_bin,0,2.8683617641528e-19,7500.617288489421
rastrigin,135,28.0,random_search,adaptive_de_rand_1_bin_radiuslimited,1,1883.9474908144393,19.89918114186503
rastrigin,38,8.6,adaptive_de_rand_1_bin_radiuslimited,de_rand_2_bin,0,0.9949590570932401,230.23747062008425
ackley,15,4.0,de_rand_2_bin,random_search,0,3.552713678800501e-15,15.869864689818332
deceptive_cuccu2011_15_2,120,25.0,probabilistic_descent,random_search,0,9.146021979400798e-18,127243.379060395
rosenbrock,18,4.6,random_search,adaptive_de_rand_1_bin_radiuslimited,1,5.540264748871091e6,0.0
rastrigin,281,57.2,de_rand_2_bin,probabilistic_descent,1,3517.8831553846135,2054.5784039807845
rastrigin,126,26.2,de_rand_2_bin,adaptive_de_rand_1_bin_radiuslimited,1,1455.9485984295002,84.57144927802301
rastrigin,8,2.6,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,0.0,0.0
rastrigin,55,12.0,random_search,probabilistic_descent,1,645.1544212537598,278.5872310667951
ackley,95,20.0,de_rand_2_bin,probabilistic_descent,0,6.218263961845592,18.992379187293484
rosenbrock,115,24.0,generating_set_search,probabilistic_descent,0,1.1513282882034618e-15,1.0540893286933964e-10
griewank,37,8.4,generating_set_search,probabilistic_descent,0,0.0,1.2545520178264269e-14
griewank,8,2.6,adaptive_de_rand_1_bin_radiuslimited,probabilistic_descent,0,0.007396040334114895,0.007396040334129217
ackley,9,2.8,adaptive_de_rand_1_bin_radiuslimited,random_search,0,0.0,11.113716072818496
ackley,12,3.4,random_search,de_rand_2_bin,1,12.738910903562918,3.552713678800501e-15
rosenbrock,6,2.2,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,0,0.0,7.034078273802719e-16
rosenbrock,7,2.4,random_search,generating_set_search,1,3618.5450255747896,1.0349082876463862e-15
rastrigin,11,3.2,de_rand_2_bin,adaptive_de_rand_1_bin_radiuslimited,1,0.0,0.0
ackley,190,39.0,random_search,adaptive_de_rand_1_bin_radiuslimited,1,20.662573084641853,1.275478377077996
ackley,155,32.0,generating_set_search,de_rand_2_bin,0,1.2301626384214615e-10,13.995660961578931
griewank,162,33.4,random_search,de_rand_2_bin,1,3187.9659088112544,498.66344207113644
rosenbrock,17,4.4,adaptive_de_rand_1_bin_radiuslimited,random_search,0,0.0,6.261270530227336e6
rosenbrock,109,22.8,random_search,adaptive_de_rand_1_bin_radiuslimited,1,7.243666747553115e8,1.7004882888170436e-28
rastrigin,13,3.6,random_search,adaptive_de_rand_1_bin_radiuslimited,1,67.20537620949642,0.0
rastrigin,7,2.4,generating_set_search,random_search,0,0.0,17.77089896900023
rosenbrock,112,23.4,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,0,2.0573369148647547e-27,1.911224030873533e-15
rosenbrock,7,2.4,de_rand_2_bin,probabilistic_descent,0,0.0,8.107376672955406e-13
griewank,11,3.2,adaptive_de_rand_1_bin_radiuslimited,probabilistic_descent,0,0.0,5.551115123125783e-16
rosenbrock,12,3.4,random_search,de_rand_2_bin,1,581026.6763477555,0.0
rosenbrock,9,2.8,random_search,de_rand_2_bin,1,87318.16148879053,0.0
rastrigin,50,11.0,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,0,0.0,1.1368683772161603e-13
rosenbrock,55,12.0,probabilistic_descent,generating_set_search,1,2.4243739360167226e-11,1.9968601453230384e-15
rosenbrock,81,17.2,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,0,5.432046889545311e-29,1.3729063275607781e-15
rastrigin,151,31.2,de_rand_2_bin,adaptive_de_rand_1_bin_radiuslimited,1,1687.9974197495183,41.78827536009749
rastrigin,251,51.2,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,0,1.6370904631912708e-11,216.90084751728227
griewank,100,21.0,random_search,adaptive_de_rand_1_bin_radiuslimited,1,1650.8711294616464,0.0
rosenbrock,15,4.0,de_rand_2_bin,probabilistic_descent,0,0.0,4.908524414533592e-12
deceptive_cuccu2011_15_2,14,3.8,generating_set_search,probabilistic_descent,0,1.0019211639006301e-20,4.849923622876134e-20
deceptive_cuccu2011_15_2,55,12.0,generating_set_search,probabilistic_descent,0,1.0755489221986943e-19,1.6670550273076264e-18
rastrigin,95,20.0,generating_set_search,probabilistic_descent,0,1.0231815394945443e-12,571.1036262883425
rastrigin,12,3.4,random_search,generating_set_search,1,62.35675277727235,0.0
rosenbrock,49,10.8,random_search,generating_set_search,1,1.6596330944271e8,9.515540059795293e-16
rastrigin,6,2.2,de_rand_2_bin,random_search,0,0.0,11.118895931415636
deceptive_cuccu2011_15_2,9,2.8,de_rand_2_bin,adaptive_de_rand_1_bin_radiuslimited,1,0.0,0.0
rastrigin,64,13.8,probabilistic_descent,random_search,0,340.2741660230015,766.4949910600917
griewank,218,44.6,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,2.220446049250313e-16,0.0
rastrigin,66,14.2,de_rand_2_bin,random_search,0,557.2358537200965,816.7370726868019
griewank,17,4.4,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,0.0,0.0
rosenbrock,33,7.6,random_search,adaptive_de_rand_1_bin_radiuslimited,1,6.0550516912105925e7,3.986623854300931
ackley,41,9.2,adaptive_de_rand_1_bin_radiuslimited,random_search,0,3.552713678800501e-15,19.61320016147395
ackley,190,39.0,probabilistic_descent,de_rand_2_bin,1,19.26040819439896,15.401437318068265
ackley,17,4.4,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,0,3.552713678800501e-15,8.912692806006817e-11
griewank,12,3.4,de_rand_2_bin,random_search,0,0.06373593844135483,20.551604640985754
rosenbrock,109,22.8,random_search,adaptive_de_rand_1_bin_radiuslimited,1,7.253917092105489e8,5.835672502082299e-27
rosenbrock,234,47.8,generating_set_search,de_rand_2_bin,0,1.7702957331154482e-9,1.6940692442652166e8
griewank,251,51.2,generating_set_search,de_rand_2_bin,0,2.220446049250313e-16,1119.2363591246349
rastrigin,8,2.6,probabilistic_descent,generating_set_search,1,3.9798362283732445,0.0
ackley,166,34.2,de_rand_2_bin,random_search,0,13.276848183131753,20.658017630689177
rosenbrock,7,2.4,de_rand_2_bin,adaptive_de_rand_1_bin_radiuslimited,1,0.0,0.0
griewank,93,19.6,random_search,de_rand_2_bin,1,1494.4161258770616,16.817057574687798
griewank,35,8.0,generating_set_search,de_rand_2_bin,1,0.0,0.0
rastrigin,16,4.2,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,0.0,0.0
griewank,186,38.2,generating_set_search,probabilistic_descent,0,2.220446049250313e-16,6.925571227611726e-13
griewank,256,52.2,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,0,0.0,2.220446049250313e-16
deceptive_cuccu2011_15_2,155,32.0,generating_set_search,de_rand_2_bin,0,3.589761168937806e-19,12220.487638278739
rastrigin,288,58.6,adaptive_de_rand_1_bin_radiuslimited,de_rand_2_bin,0,295.50256269489637,3507.4947908439717
griewank,162,33.4,generating_set_search,random_search,0,0.0,3260.647725600334
deceptive_cuccu2011_15_2,18,4.6,de_rand_2_bin,adaptive_de_rand_1_bin_radiuslimited,1,111.01348915460483,0.0
griewank,6,2.2,random_search,de_rand_2_bin,1,2.2937524157794016,0.0
ackley,81,17.2,de_rand_2_bin,generating_set_search,1,3.3246719640952955,1.2095568990844185e-10
rastrigin,262,53.4,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,1,164.16818900437738,2.2737367544323206e-11
griewank,39,8.8,generating_set_search,random_search,0,0.0,412.25054187707735
ackley,81,17.2,random_search,probabilistic_descent,1,20.27715402117096,18.89354832977061
ackley,262,53.4,probabilistic_descent,generating_set_search,1,19.327057274944124,1.3645262697536964e-10
ackley,6,2.2,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,3.8408387581512216e-11,0.0
rosenbrock,14,3.8,probabilistic_descent,de_rand_2_bin,1,2.5043037770540154e-12,0.0
ackley,74,15.8,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,0,3.552713678800501e-15,1.2178347219560237e-10
griewank,30,7.0,random_search,probabilistic_descent,1,260.4877548535802,6.439293542825908e-15
rastrigin,218,44.6,generating_set_search,random_search,0,1.546140993013978e-11,3283.8877363842444
rosenbrock,56,12.2,probabilistic_descent,de_rand_2_bin,0,3.3522282522758324e-11,53.39023942364953
ackley,49,10.8,adaptive_de_rand_1_bin_radiuslimited,de_rand_2_bin,0,3.552713678800501e-15,3.069473564210057e-10
rosenbrock,52,11.4,de_rand_2_bin,probabilistic_descent,1,45.268183889751256,0.00015345803620960463
rastrigin,10,3.0,adaptive_de_rand_1_bin_radiuslimited,random_search,0,0.0,41.47808445298932
rosenbrock,27,6.4,adaptive_de_rand_1_bin_radiuslimited,random_search,0,6.175301773683233e-30,2.744241891471351e7
rosenbrock,177,36.4,random_search,adaptive_de_rand_1_bin_radiuslimited,1,1.454903673192559e9,1.8064763699377895e-16
griewank,234,47.8,adaptive_de_rand_1_bin_radiuslimited,generating_set_search,1,0.13106325449265144,2.220446049250313e-16
rosenbrock,67,14.4,random_search,de_rand_2_bin,1,3.245021704300054e8,2000.2949555908804
rosenbrock,52,11.4,generating_set_search,de_rand_2_bin,0,1.5645480297561036e-15,39.415706185931896
ackley,24,5.8,probabilistic_descent,de_rand_2_bin,1,14.100811679830219,3.552713678800501e-15
ackley,64,13.8,generating_set_search,de_rand_2_bin,0,1.170761265711917e-10,0.026830747878480832
deceptive_cuccu2011_15_2,129,26.8,probabilistic_descent,de_rand_2_bin,0,1.1811577211626177e-17,8575.387118775392
rastrigin,47,10.4,probabilistic_descent,random_search,0,224.85984258209885,531.4865178794049
ackley,109,22.8,de_rand_2_bin,probabilistic_descent,0,9.908204674233128,19.14462515719462
rosenbrock,7,2.4,adaptive_de_rand_1_bin_radiuslimited,probabilistic_descent,0,0.0,7.254360478341327e-13
rastrigin,16,4.2,adaptive_de_rand_1_bin_radiuslimited,random_search,0,0.0,105.63159507827847
rastrigin,46,10.2,random_search,adaptive_de_rand_1_bin_radiuslimited,1,485.39249932915124,8.954631513839331
rastrigin,72,15.4,random_search,probabilistic_descent,1,890.241241440553,400.96640479518555
ackley,262,53.4,generating_set_search,random_search,0,1.2534329130176047e-10,20.814430524667962
ackley,213,43.6,probabilistic_descent,adaptive_de_rand_1_bin_radiuslimited,1,19.28427667717043,1.7650704086318414
rosenbrock,45,10.0,adaptive_de_rand_1_bin_radiuslimited,de_rand_2_bin,0,1.2125038632279833e-28,15.196124648992665
griewank,5,2.0,probabilistic_descent,de_rand_2_bin,1,1.1102230246251565e-16,0.0
rosenbrock,77,16.4,adaptive_de_rand_1_bin_radiuslimited,probabilistic_descent,0,3.0758179732633013e-28,6.539827665198492e-11
rastrigin,6,2.2,random_search,generating_set_search,1,10.703948100239145,0.0
griewank,76,16.2,probabilistic_descent,generating_set_search,1,8.004708007547379e-14,0.0
rastrigin,22,5.4,probabilistic_descent,generating_set_search,1,57.70750930526165,0.0
rosenbrock,15,4.0,adaptive_de_rand_1_bin_radiuslimited,random_search,0,0.0,2.49432102884815e6
griewank,13,3.6,adaptive_de_rand_1_bin_radiuslimited,random_search,0,0.014779776754825558,33.458604123518676
rastrigin,48,10.6,adaptive_de_rand_1_bin_radiuslimited,random_search,0,5.969754342559554,531.7188165567095
rosenbrock,186,38.2,de_rand_2_bin,generating_set_search,1,1.0043634703972046e8,5.343154869589023
griewank,15,4.0,generating_set_search,probabilistic_descent,0,0.0,1.1102230246251565e-15
deceptive_cuccu2011_15_2,93,19.6,generating_set_search,random_search,0,1.9262924772806982e-19,104579.05053345708
rosenbrock,10,3.0,adaptive_de_rand_1_bin_radiuslimited,de_rand_2_bin,1,0.0,0.0
ackley,8,2.6,adaptive_de_rand_1_bin_radiuslimited,random_search,0,0.0,9.535706072650168
griewank,223,45.6,random_search,generating_set_search,1,4738.613356919489,2.220446049250313e-16
griewank,109,22.8,random_search,de_rand_2_bin,1,1833.5603173650647,95.42778552999087
ackley,31,7.2,generating_set_search,probabilistic_descent,0,1.0346568046770699e-10,17.080054429352998
rosenbrock,54,11.8,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,7.062026500155603e-16,4.908563723221305e-28
rastrigin,6,2.2,random_search,adaptive_de_rand_1_bin_radiuslimited,1,10.748198472014728,0.0
griewank,8,2.6,de_rand_2_bin,probabilistic_descent,0,0.0,2.886579864025407e-15
griewank,30,7.0,probabilistic_descent,adaptive_de_rand_1_bin_radiuslimited,1,3.6637359812630166e-15,0.0
ackley,45,10.0,probabilistic_descent,generating_set_search,1,18.19340486397991,1.0836131991709408e-10
griewank,144,29.8,random_search,generating_set_search,1,2689.5599129770158,0.0
griewank,10,3.0,adaptive_de_rand_1_bin_radiuslimited,random_search,0,0.0,16.424246772737657
rosenbrock,11,3.2,generating_set_search,random_search,0,7.467695636548144e-16,570538.4860370338
rosenbrock,107,22.4,probabilistic_descent,adaptive_de_rand_1_bin_radiuslimited,1,8.248996645191313e-11,9.287604563813006e-29
deceptive_cuccu2011_15_2,67,14.4,random_search,probabilistic_descent,1,53036.45310462457,2.8341065488843484e-18
griewank,54,11.8,adaptive_de_rand_1_bin_radiuslimited,probabilistic_descent,0,0.0,3.808064974464287e-14
rastrigin,151,31.2,random_search,probabilistic_descent,1,2168.0727502666923,958.1402074861237
griewank,239,48.8,random_search,adaptive_de_rand_1_bin_radiuslimited,1,4986.084731652174,0.0
ackley,182,37.4,random_search,probabilistic_descent,1,20.68780741721793,19.245365819918092
ackley,8,2.6,probabilistic_descent,de_rand_2_bin,1,3.717701702043996e-10,0.0
ackley,27,6.4,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,1.0097878089254664e-10,3.552713678800501e-15
rosenbrock,72,15.4,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,9.716570076290405e-16,1.1379318557813095e-28
rosenbrock,67,14.4,de_rand_2_bin,probabilistic_descent,1,7588.575127239495,3.551268340171404e-11
ackley,11,3.2,probabilistic_descent,de_rand_2_bin,1,1.0988871969126022,3.552713678800501e-15
deceptive_cuccu2011_15_2,275,56.0,probabilistic_descent,adaptive_de_rand_1_bin_radiuslimited,1,3.871418770707976e-17,2.2403649708276735e-28
rosenbrock,7,2.4,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,1,9.853796180775885e-16,0.0
griewank,9,2.8,generating_set_search,adaptive_de_rand_1_bin_radiuslimited,0,0.0,0.01724102091528279
