N,PriorParam,Time,NumBadRhat,MaxRhatDiff,PsisLoo_elpd,PsisLoo_peff,prob_ADE_vs_GSS,std_ADE_vs_GSS
850,1.0,3.709731101989746,0,0.003575064349258028,-212.03464683550598,3.0137366950702567,0.61,0.49
850,5.0,5.251877784729004,0,0.004444065101713468,-211.80055743403048,3.0610325421131166,0.6,0.49
900,0.1,2.1004440784454346,0,0.0017882868073932912,-231.70688593449813,2.9363694741547457,0.61,0.49
900,0.5,3.7323150634765625,0,0.005339439821971936,-230.25650572090595,3.043871291979189,0.61,0.49
900,1.0,3.9957540035247803,0,0.004017058996705014,-229.85375152879982,2.9514308620723377,0.62,0.49
900,5.0,5.645025014877319,0,0.0030403086460271123,-229.64446826784683,3.026933798382072,0.62,0.49
950,0.1,2.3430681228637695,0,0.0025880929665560437,-252.49511820628825,3.003751859405106,0.61,0.49
950,0.5,3.7784290313720703,0,0.0044358621120847985,-250.93697638276086,3.0171663041834047,0.61,0.49
950,1.0,4.653396844863892,0,0.003103517351796148,-250.6632981612005,3.0290742563766906,0.61,0.49
950,5.0,7.0562169551849365,0,0.00700250194381713,-250.35101140644096,3.058887795833159,0.61,0.49
1000,0.1,2.5516209602355957,0,0.0002649445827329622,-265.1533771191695,2.8498928890731237,0.61,0.49
1000,0.5,4.056905031204224,0,0.005510867716852497,-263.71717323300976,2.9875347777551733,0.62,0.49
1000,1.0,5.2478251457214355,0,0.001844951847936871,-263.46964050758413,3.004870288252525,0.62,0.49
1000,5.0,6.854350805282593,0,0.0038685583057107564,-263.1220323220694,2.9941264340466636,0.62,0.49
1050,0.1,2.980257987976074,0,0.0029369602261035688,-276.07706306481174,2.8550154717786955,0.61,0.49
1050,0.5,4.255059003829956,0,0.0011095573358319566,-274.659673791209,2.9849891501850268,0.61,0.49
1050,1.0,5.0084638595581055,0,0.002279730057384466,-274.38637396311526,3.0206658629987557,0.61,0.49
1050,5.0,6.919200897216797,0,0.0061945005481893745,-274.1414348336419,3.060841674577738,0.61,0.49
1100,0.1,2.8271889686584473,0,0.0022887964401561156,-299.4659932257812,2.965533032750924,0.62,0.48
1100,0.5,4.3997838497161865,0,0.002086117433366841,-297.9236902921135,2.975088246202539,0.62,0.49
1100,1.0,5.7606401443481445,0,0.0028147331001233677,-297.6663759138297,2.987916252405476,0.62,0.49
1100,5.0,8.085000038146973,0,0.002559438549056381,-297.4014854937746,3.044168358087298,0.63,0.48
1150,0.1,3.041839122772217,0,0.0033887839442185985,-310.90443786740184,2.943844349124323,0.62,0.48
1150,0.5,4.845133066177368,0,0.0019748335613198886,-309.4018429084569,2.9752195752461708,0.63,0.48
1150,1.0,5.921749830245972,0,0.0032950106036040427,-309.12175475747387,2.977735015140762,0.63,0.48
1150,5.0,8.236467123031616,0,0.0037379498246135068,-308.81267058659387,3.009987238396028,0.62,0.49
1200,0.1,3.271466016769409,0,0.004033252485064143,-320.2688194466229,2.9266529310352007,0.61,0.49
1200,0.5,5.114897012710571,0,0.003513953694991967,-318.761175730221,2.9726374805668887,0.62,0.48
1200,1.0,5.8855321407318115,0,0.0012986047560532565,-318.4753244192125,2.9827998586055022,0.61,0.49
1200,5.0,8.424089908599854,0,0.003932139810187696,-318.19802484054924,3.0277474230154042,0.62,0.48
1250,0.1,3.7130801677703857,0,0.0021898206033601486,-334.6672797809003,2.909294458602411,0.62,0.49
1250,0.5,5.487483978271484,0,0.0024805493994835004,-333.3345686767153,3.0937137401882593,0.62,0.49
1250,1.0,6.376625061035156,0,0.004242425084822976,-332.906014458806,2.9549195344839023,0.63,0.48
1250,5.0,9.241968870162964,0,0.006709408674575368,-332.6553182032165,3.03509101063418,0.62,0.49
1300,0.1,3.5841779708862305,0,0.0032670718788683217,-348.71989272718656,2.938536572467603,0.62,0.49
1300,0.5,5.479050874710083,0,0.0013425295447229146,-347.29718177980084,3.0214656637880264,0.62,0.49
1300,1.0,6.941180944442749,0,0.0036355419317462,-346.9420760989498,2.959095596287439,0.62,0.48
1300,5.0,9.715959072113037,0,0.003901200298939811,-346.70433488893264,3.041495172630015,0.62,0.48
